id,country,continent,group,height (cm)
18017,Israel,Asia,A,162
15617,Vietnam,Asia,A,158
6083,Greenland,North America,A,160
640,Romania,Europe,B,178
14688,Laos,Asia,B,165
17768,Senegal,Africa,B,174
9799,Ghana,Africa,A,159
11277,France,Europe,A,164
15632,Andorra,Europe,B,184
11898,Yemen,Asia,B,164
12257,United Kingdom,Europe,A,163
3279,South Africa,Africa,A,158
8159,Uganda,Africa,A,158
16894,Iran,Asia,B,176
15057,Kuwait,Asia,A,159
5185,Ukraine,Europe,A,168
3873,Indonesia,Asia,A,154
7965,Indonesia,Asia,A,154
8809,Papua New Guinea,Oceania,A,156
17603,French Polynesia,Oceania,A,168
10772,Uruguay,South America,B,175
13690,Solomon Islands,Oceania,B,161
3582,Nicaragua,North America,B,168
6453,Greece,Europe,A,164
4988,Indonesia,Asia,B,165
3730,Angola,Africa,B,158
8712,Iraq,Asia,B,171
13297,Saint Lucia,North America,A,166
18447,Mongolia,Asia,A,160
6710,Argentina,South America,B,174
9949,Saint Lucia,North America,A,164
7495,Burundi,Africa,A,155
18194,Tunisia,Africa,B,178
3587,Nigeria,Africa,A,158
9585,Senegal,Africa,A,163
12734,Cyprus,Europe,B,171
1726,Nigeria,Africa,B,169
920,Kuwait,Asia,B,176
661,Seychelles,Africa,A,162
15452,Malaysia,Asia,B,169
14600,Djibouti,Africa,B,168
17152,Bhutan,Asia,B,167
18151,Slovakia,Europe,A,168
4535,China,Asia,A,164
1719,Netherlands,Europe,A,170
17752,Romania,Europe,B,176
4805,Turkey,Asia,A,160
29,Barbados,North America,A,166
12838,Libya,Africa,B,173
15201,Syria,Asia,A,157
8943,Argentina,South America,A,160
2150,Sierra Leone,Africa,B,163
1530,Bolivia,South America,B,166
2239,American Samoa,Oceania,A,170
15144,Puerto Rico,North America,B,181
11143,United States,North America,A,162
1510,Azerbaijan,Europe,B,175
12372,Dominican Republic,North America,B,174
16964,Namibia,Africa,B,170
14412,Saint Lucia,North America,B,180
16914,Kiribati,Oceania,B,171
16864,Germany,Europe,B,180
10723,Spain,Europe,A,161
12208,South Korea,Asia,B,175
13773,Andorra,Europe,A,160
8565,Andorra,Europe,A,169
4950,Finland,Europe,B,180
18216,Vanuatu,Oceania,B,170
12338,Canada,North America,B,178
3854,Guatemala,North America,B,164
13738,Uganda,Africa,B,168
4132,Bhutan,Asia,B,167
17972,France,Europe,B,177
11687,Iran,Asia,A,161
3814,Dominica,North America,B,181
1236,Gabon,Africa,B,166
4538,Comoros,Africa,B,170
16129,Grenada,North America,A,166
14387,Panama,North America,A,159
9847,Kiribati,Oceania,A,159
8604,Brazil,South America,B,176
3733,Antigua and Barbuda,North America,A,171
4009,Seychelles,Africa,A,162
1293,Kuwait,Asia,A,160
13378,Uzbekistan,Asia,B,169
8729,Kenya,Africa,A,158
13342,Taiwan,Asia,B,174
14070,Spain,Europe,B,177
17802,Switzerland,Europe,B,178
2855,Panama,North America,A,156
5595,Argentina,South America,A,160
14290,Iran,Asia,B,176
9790,French Polynesia,Oceania,B,177
10413,Zambia,Africa,A,156
651,Saint Vincent and the Grenadines,North America,A,163
8526,Turkmenistan,Asia,B,172
2071,Mauritania,Africa,A,158
2954,United Arab Emirates,Asia,B,175
11694,Italy,Europe,B,174
4847,Angola,Africa,A,161
17276,Jamaica,North America,B,178
1619,Greenland,North America,A,159
1123,American Samoa,Oceania,A,168
6315,Venezuela,South America,A,161
6474,India,Asia,B,165
1987,Ghana,Africa,A,160
13754,Venezuela,South America,B,171
2309,Cook Islands,Oceania,A,166
13468,Cook Islands,Oceania,B,180
10227,Latvia,Europe,A,168
915,Kazakhstan,Asia,A,162
14379,Norway,Europe,A,166
7311,Norway,Europe,A,167
4321,Nepal,Asia,A,151
6704,Andorra,Europe,B,168
16961,Morocco,Africa,A,161
13298,Saint Vincent and the Grenadines,North America,B,178
5820,North Korea,Asia,B,172
5657,Cook Islands,Oceania,A,166
10152,Estonia,Europe,B,184
5853,Rwanda,Africa,A,155
18470,Norway,Europe,B,179
14493,Uruguay,South America,A,161
711,Tunisia,Africa,A,161
1638,India,Asia,B,166
5247,Bermuda,North America,A,165
5179,Turkmenistan,Asia,A,161
18556,Thailand,Asia,B,170
12176,Rwanda,Africa,B,165
14212,Cook Islands,Oceania,B,176
10090,Botswana,Africa,B,171
13312,Singapore,Asia,B,172
16834,Dominica,North America,B,182
14342,Malta,Europe,B,172
9310,Angola,Africa,B,170
14390,Paraguay,South America,B,170
18370,Haiti,North America,B,171
7830,Australia,Oceania,B,178
819,Comoros,Africa,A,158
4494,Belarus,Europe,B,179
11713,Laos,Asia,A,152
18006,India,Asia,B,166
5915,Tonga,Oceania,A,166
4228,Guinea,Africa,B,171
7827,Argentina,South America,A,162
12051,Hungary,Europe,A,167
17477,Vietnam,Asia,A,159
6475,India,Asia,A,154
17189,Cook Islands,Oceania,A,167
4467,Albania,Europe,A,163
9973,Somalia,Africa,A,156
13646,Paraguay,South America,B,176
6650,Tanzania,Africa,B,164
12699,Bulgaria,Europe,A,164
6598,Saint Kitts and Nevis,North America,B,177
3017,Bhutan,Asia,A,153
8118,Spain,Europe,B,174
5244,Benin,Africa,B,167
3021,Bosnia and Herzegovina,Europe,A,169
15645,Austria,Europe,A,168
16667,Solomon Islands,Oceania,A,158
5818,Nigeria,Africa,B,174
1778,Sierra Leone,Africa,B,167
1671,Latvia,Europe,A,170
12519,Norway,Europe,A,165
7916,Equatorial Guinea,Africa,B,160
15366,Finland,Europe,B,180
2984,Andorra,Europe,B,173
18010,Iran,Asia,B,174
14749,North Korea,Asia,A,163
17508,Bahrain,Asia,B,171
6896,Malaysia,Asia,B,168
8036,Namibia,Africa,B,171
11525,Vietnam,Asia,A,158
5732,Indonesia,Asia,B,167
8869,Suriname,South America,A,163
5903,Taiwan,Asia,A,160
14511,Albania,Europe,A,161
7987,Kiribati,Oceania,A,162
5806,Nauru,Oceania,B,169
2432,Malaysia,Asia,B,168
3818,Ecuador,South America,B,168
9792,Gabon,Africa,B,171
8423,Nigeria,Africa,A,159
11915,Angola,Africa,A,164
1558,China,Asia,B,176
15194,Swaziland,Africa,B,170
8709,Indonesia,Asia,A,154
17931,Comoros,Africa,A,158
15523,Russia,Asia,A,163
11660,Greece,Europe,B,179
13058,Bermuda,North America,B,169
1401,Senegal,Africa,A,163
8638,Croatia,Europe,B,181
10889,Egypt,Africa,A,161
5993,Bhutan,Asia,A,155
6149,Madagascar,Africa,A,154
2876,Rwanda,Africa,B,166
9733,Cameroon,Africa,A,159
1866,American Samoa,Oceania,B,177
10265,Morocco,Africa,A,160
17834,United Arab Emirates,Asia,B,173
1372,Peru,South America,B,166
18201,Tuvalu,Oceania,A,163
17269,Iraq,Asia,A,158
5797,Moldova,Europe,A,162
13670,Saint Vincent and the Grenadines,North America,B,175
9652,United Kingdom,Europe,B,178
1701,Mauritius,Africa,A,160
13104,Cuba,North America,B,171
18491,Portugal,Europe,A,162
2900,Slovenia,Europe,B,181
10612,Madagascar,Africa,B,161
5811,Netherlands,Europe,A,171
2205,Tuvalu,Oceania,A,162
4289,Madagascar,Africa,A,154
12504,Nepal,Asia,B,162
608,Niger,Africa,B,170
9835,Italy,Europe,A,161
11735,Maldives,Asia,A,154
10515,Ecuador,South America,A,155
14105,Turkey,Asia,A,162
8999,China,Asia,A,164
16741,Afghanistan,Asia,A,156
4079,Uzbekistan,Asia,A,159
16288,Singapore,Asia,B,173
8316,Grenada,North America,B,176
4999,Italy,Europe,A,160
14671,Italy,Europe,A,162
10009,Trinidad and Tobago,North America,A,164
15982,Uzbekistan,Asia,B,169
4340,Palau,Oceania,B,169
8995,Chad,Africa,A,162
8108,Slovenia,Europe,B,181
8509,Tajikistan,Asia,A,159
12793,Honduras,North America,A,155
10339,Slovakia,Europe,A,166
8027,Mexico,North America,A,157
10190,Hungary,Europe,B,180
11519,Uzbekistan,Asia,A,159
1357,North Korea,Asia,A,153
5015,Kyrgyzstan,Asia,A,160
16678,Sudan,Africa,B,170
7984,Kenya,Africa,B,172
2908,South Korea,Asia,B,175
6269,Sweden,Europe,A,166
2015,Iran,Asia,A,161
17608,Germany,Europe,B,181
12491,Mexico,North America,A,158
8402,Mongolia,Asia,B,169
7086,Australia,Oceania,B,179
10077,Belgium,Europe,A,162
998,Paraguay,South America,B,173
8247,Canada,North America,A,163
18082,Nauru,Oceania,B,168
3776,Cabo Verde,Africa,B,172
2841,Niger,Africa,A,158
2102,Norway,Europe,B,181
9486,Lesotho,Africa,B,166
15759,Guatemala,North America,A,150
11291,Greenland,North America,A,161
6752,Cabo Verde,Africa,B,177
2725,Gabon,Africa,A,161
13503,Ethiopia,Africa,A,157
5250,Bolivia,South America,B,170
18501,Rwanda,Africa,A,155
11985,Côte d'Ivoire,Africa,A,158
7235,Japan,Asia,A,158
554,Latvia,Europe,B,183
12791,Haiti,North America,A,159
7997,Lebanon,Asia,A,163
14272,Guinea,Africa,B,166
11638,Eritrea,Africa,B,169
14223,Cyprus,Europe,A,159
9774,El Salvador,North America,B,170
9535,Nicaragua,North America,A,155
14796,Seychelles,Africa,B,176
10878,Denmark,Europe,B,182
18565,Trinidad and Tobago,North America,A,161
10910,Georgia,Europe,B,178
16251,Paraguay,South America,A,161
16985,Oman,Asia,A,158
9644,Tuvalu,Oceania,B,173
5872,Singapore,Asia,B,174
14701,Lithuania,Europe,A,165
4106,Argentina,South America,B,175
16631,Portugal,Europe,A,161
3575,Nauru,Oceania,A,156
8256,Colombia,South America,B,170
15555,South Africa,Africa,A,158
76,Cook Islands,Oceania,B,179
18090,Nicaragua,North America,B,172
5218,Angola,Africa,B,164
16275,Saint Vincent and the Grenadines,North America,A,166
10047,Albania,Europe,A,162
15280,Barbados,North America,B,178
18256,Barbados,North America,B,174
6173,Morocco,Africa,A,160
8823,Qatar,Asia,A,159
12296,Austria,Europe,B,177
11664,Grenada,North America,B,179
4283,Libya,Africa,A,161
6244,Singapore,Asia,B,172
14315,Kyrgyzstan,Asia,A,158
9902,Netherlands,Europe,B,182
10386,Turkmenistan,Asia,B,173
14944,Central African Republic,Africa,B,169
861,France,Europe,A,164
1149,Belgium,Europe,A,163
11196,Benin,Africa,B,166
8018,Malta,Europe,B,174
14784,Saint Lucia,North America,B,175
4157,Central African Republic,Africa,A,158
10126,Croatia,Europe,B,178
4741,Saint Lucia,North America,A,167
18107,Panama,North America,A,158
13859,Dominica,North America,A,168
12562,Serbia,Europe,B,179
3706,Uzbekistan,Asia,B,171
8684,Greece,Europe,B,178
8517,Togo,Africa,A,158
8912,Uruguay,South America,B,175
390,Australia,Oceania,B,178
7062,Yemen,Asia,B,163
8023,Mauritania,Africa,A,157
16410,Bolivia,South America,B,167
827,Croatia,Europe,A,167
7769,Thailand,Asia,A,159
1819,Timor-Leste,Asia,A,152
9324,Bahrain,Asia,B,171
18161,South Korea,Asia,A,163
14591,Croatia,Europe,A,165
4748,Senegal,Africa,B,177
1006,Portugal,Europe,B,173
15295,Bolivia,South America,A,155
1752,Puerto Rico,North America,B,175
10097,Burkina Faso,Africa,A,161
1049,South Korea,Asia,A,163
11545,Antigua and Barbuda,North America,A,162
7779,Tunisia,Africa,A,162
12134,Netherlands,Europe,B,183
8164,United Kingdom,Europe,B,178
12736,Czech Republic,Europe,B,182
5817,Niger,Africa,A,160
7563,Georgia,Europe,A,162
1411,Slovakia,Europe,A,167
11659,Ghana,Africa,A,159
2824,Morocco,Africa,B,175
7515,Comoros,Africa,A,158
11524,Vietnam,Asia,B,168
10329,Senegal,Africa,A,164
5007,Kazakhstan,Asia,A,162
8186,Albania,Europe,B,173
8777,Morocco,Africa,A,162
10689,Rwanda,Africa,A,157
5720,Guyana,South America,B,174
7579,Guinea-Bissau,Africa,A,158
3133,Iraq,Asia,A,157
17369,Peru,South America,A,153
6073,Gabon,Africa,A,159
13639,Pakistan,Asia,A,156
523,India,Asia,A,155
2576,Tuvalu,Oceania,B,172
7952,Guyana,South America,B,173
6954,Philippines,Asia,B,164
8396,Mauritius,Africa,B,172
2903,Solomon Islands,Oceania,A,158
11212,Burkina Faso,Africa,B,171
6655,Timor-Leste,Asia,A,153
10414,Zimbabwe,Africa,B,168
6092,Guyana,South America,B,170
11533,Afghanistan,Asia,A,156
4688,Namibia,Africa,B,167
1861,Afghanistan,Asia,A,156
13886,Georgia,Europe,B,177
6587,Portugal,Europe,A,161
5469,Poland,Europe,A,164
11507,Uganda,Africa,A,157
15787,Italy,Europe,A,160
9788,France,Europe,B,178
14570,Canada,North America,B,178
11796,Puerto Rico,North America,B,186
17852,Zambia,Africa,B,165
4536,Colombia,South America,B,172
395,Azerbaijan,Europe,A,163
2787,Latvia,Europe,A,170
11234,Comoros,Africa,B,164
11998,Dominica,North America,B,180
2276,Bosnia and Herzegovina,Europe,B,181
10924,Guinea,Africa,B,171
11903,Zimbabwe,Africa,A,160
1937,Cook Islands,Oceania,A,165
13640,Palau,Oceania,B,168
3401,Burkina Faso,Africa,A,162
9459,Ireland,Europe,A,164
11380,Morocco,Africa,B,175
1454,Tunisia,Africa,B,177
15193,Suriname,South America,A,159
16286,Sierra Leone,Africa,B,164
15828,Mali,Africa,B,176
17763,Saint Vincent and the Grenadines,North America,A,164
9256,Thailand,Asia,B,172
564,Lithuania,Europe,B,183
12159,Paraguay,South America,A,159
5198,Venezuela,South America,B,172
18002,Hungary,Europe,B,182
15390,Guinea-Bissau,Africa,B,179
5452,Oman,Asia,B,171
15399,Hungary,Europe,A,159
11118,Timor-Leste,Asia,B,160
10085,Bhutan,Asia,A,153
4629,Jamaica,North America,A,164
16458,Denmark,Europe,B,181
7026,Timor-Leste,Asia,B,161
248,Palau,Oceania,B,169
8081,Romania,Europe,A,164
18221,Vietnam,Asia,A,157
1497,Andorra,Europe,A,168
8494,Sudan,Africa,B,171
13194,Kiribati,Oceania,B,170
2038,Kyrgyzstan,Asia,B,172
3894,Kiribati,Oceania,B,170
596,Namibia,Africa,B,172
17634,India,Asia,B,166
15116,Niger,Africa,B,173
9678,American Samoa,Oceania,B,178
4577,Fiji,Oceania,A,165
2271,Bermuda,North America,A,158
13482,Denmark,Europe,B,182
9471,Kazakhstan,Asia,A,161
12564,Seychelles,Africa,B,177
5623,Bolivia,South America,A,155
2455,Mozambique,Africa,A,154
11928,Bahrain,Asia,B,171
6102,India,Asia,B,166
7630,Libya,Africa,B,178
8337,Indonesia,Asia,A,155
11287,Ghana,Africa,A,157
9402,El Salvador,North America,B,169
9368,Chile,South America,B,171
18289,Cameroon,Africa,A,159
14253,France,Europe,A,164
14183,Botswana,Africa,A,160
16308,Suriname,South America,B,175
4574,Ethiopia,Africa,B,170
13966,Maldives,Asia,B,167
11350,Libya,Africa,B,174
3784,Central African Republic,Africa,B,173
5528,Syria,Asia,B,173
18340,Fiji,Oceania,B,175
17287,Kiribati,Oceania,A,161
1741,Papua New Guinea,Oceania,A,155
15867,Norway,Europe,A,165
12752,Equatorial Guinea,Africa,B,173
2489,Peru,South America,A,154
8227,Bolivia,South America,A,154
13669,Saint Lucia,North America,A,167
77,Cook Islands,Oceania,A,166
16897,Iraq,Asia,A,159
3795,Comoros,Africa,A,157
18563,Tonga,Oceania,A,166
7437,Zambia,Africa,A,158
4072,United Kingdom,Europe,B,178
17080,Turkey,Asia,B,175
6858,Italy,Europe,B,175
12477,Malaysia,Asia,A,157
16084,Czech Republic,Europe,B,180
16915,Kiribati,Oceania,A,159
9865,Lithuania,Europe,A,168
2381,Iceland,Europe,A,168
10828,Bhutan,Asia,B,164
4035,Swaziland,Africa,A,159
7739,Solomon Islands,Oceania,A,155
15511,Philippines,Asia,A,154
1876,Armenia,Europe,B,175
12259,United States,North America,A,164
408,Benin,Africa,B,166
13772,Andorra,Europe,B,171
13998,Nicaragua,North America,B,166
11513,United Kingdom,Europe,A,164
10961,Kenya,Africa,A,159
6309,Uruguay,South America,A,161
9068,Guyana,South America,B,173
6441,France,Europe,A,164
14391,Paraguay,South America,A,160
2895,Sierra Leone,Africa,A,157
18483,Paraguay,South America,A,161
15899,Saint Kitts and Nevis,North America,A,163
10359,Swaziland,Africa,A,159
6177,Namibia,Africa,A,161
15980,Uruguay,South America,B,176
13152,Grenada,North America,B,177
7022,Tanzania,Africa,B,167
16331,Tonga,Oceania,A,165
11873,Turkey,Asia,A,161
6540,Moldova,Europe,B,173
8801,Oman,Asia,A,160
9261,Togo,Africa,A,158
851,Eritrea,Africa,A,158
14384,Palau,Oceania,B,169
11334,Kiribati,Oceania,B,168
1461,Tuvalu,Oceania,A,162
17822,Tunisia,Africa,B,178
12990,Turkmenistan,Asia,B,173
16272,Saint Lucia,North America,B,174
13597,Mali,Africa,A,161
12956,Sri Lanka,Asia,B,169
16652,Senegal,Africa,B,175
9318,Australia,Oceania,B,178
2836,New Zealand,Oceania,B,176
12246,Turkmenistan,Asia,B,173
12884,Niger,Africa,B,172
6240,Seychelles,Africa,B,175
10795,American Samoa,Oceania,A,168
9928,Peru,South America,B,167
1782,Slovakia,Europe,B,179
6122,Kazakhstan,Asia,B,176
9934,Portugal,Europe,B,172
18526,Solomon Islands,Oceania,B,162
7139,China,Asia,A,162
690,Switzerland,Europe,B,179
11931,Bangladesh,Asia,A,151
4479,Argentina,South America,A,162
15143,Portugal,Europe,A,160
7264,Madagascar,Africa,B,163
16306,Sudan,Africa,B,173
8065,Papua New Guinea,Oceania,A,158
8818,Portugal,Europe,B,174
7407,Tunisia,Africa,A,163
7755,Swaziland,Africa,A,159
1774,Serbia,Europe,B,179
18520,Singapore,Asia,B,173
5241,Belgium,Europe,A,163
13485,Djibouti,Africa,A,154
409,Benin,Africa,A,158
3234,Philippines,Asia,B,166
16147,India,Asia,A,155
17084,Tuvalu,Oceania,B,169
10609,Lithuania,Europe,A,165
16746,American Samoa,Oceania,B,177
17786,South Africa,Africa,B,170
10177,Grenada,North America,A,167
1750,Portugal,Europe,B,175
9218,Sierra Leone,Africa,B,165
11492,Togo,Africa,B,171
9337,Benin,Africa,A,157
17330,Mongolia,Asia,B,169
18080,Namibia,Africa,B,170
13566,Kiribati,Oceania,B,170
1181,Central African Republic,Africa,A,158
14013,Palau,Oceania,A,158
13366,Uganda,Africa,B,169
15683,Cambodia,Asia,A,155
17250,Guinea-Bissau,Africa,B,164
3998,Saint Vincent and the Grenadines,North America,B,175
12960,Suriname,South America,B,171
83,Croatia,Europe,A,165
12245,Turkey,Asia,A,161
15728,Equatorial Guinea,Africa,B,179
2604,Afghanistan,Asia,B,166
1082,Tunisia,Africa,B,176
11974,China,Asia,B,175
7665,Namibia,Africa,A,160
17680,Madagascar,Africa,B,166
738,Yemen,Asia,B,166
4466,Albania,Europe,B,173
610,Nigeria,Africa,B,174
368,Zambia,Africa,B,166
15876,Papua New Guinea,Oceania,B,165
10500,Cuba,North America,B,171
11953,Brazil,South America,A,161
4332,North Korea,Asia,B,180
3620,Rwanda,Africa,B,166
14043,Saint Vincent and the Grenadines,North America,A,165
9325,Bahrain,Asia,A,158
11047,Philippines,Asia,A,154
8508,Tajikistan,Asia,B,167
12758,Ethiopia,Africa,B,167
171,Kazakhstan,Asia,A,163
15401,Iceland,Europe,A,167
17004,Puerto Rico,North America,B,184
14602,Dominica,North America,B,180
10631,Mexico,North America,A,158
9253,Tajikistan,Asia,A,157
10616,Malaysia,Asia,B,169
1358,Norway,Europe,B,180
18588,Vanuatu,Oceania,B,167
7796,Uruguay,South America,B,172
5170,Tonga,Oceania,B,174
9110,Latvia,Europe,B,180
6925,Nepal,Asia,A,152
15455,Maldives,Asia,A,155
13735,Turkmenistan,Asia,A,162
10488,Colombia,South America,B,170
16860,Gabon,Africa,B,170
9923,Panama,North America,A,156
7740,Somalia,Africa,B,173
6393,Chile,South America,A,158
11752,Morocco,Africa,B,176
11049,Poland,Europe,A,166
17891,Belize,North America,A,158
10098,Burundi,Africa,B,162
5744,Jamaica,North America,B,179
12694,Botswana,Africa,B,172
10259,Mexico,North America,A,158
12229,Tajikistan,Asia,A,157
7318,Panama,North America,B,170
11578,Botswana,Africa,B,172
2129,Romania,Europe,A,163
13047,Bangladesh,Asia,A,153
10755,Tunisia,Africa,A,162
17439,Tanzania,Africa,A,155
8737,Laos,Asia,A,153
1667,Kyrgyzstan,Asia,A,159
16603,Nicaragua,North America,A,157
12320,Bosnia and Herzegovina,Europe,B,182
15384,Grenada,North America,B,176
5551,Turkmenistan,Asia,A,164
3896,Kuwait,Asia,B,173
6064,Fiji,Oceania,B,175
9389,Czech Republic,Europe,A,167
5798,Mongolia,Asia,B,170
10099,Burundi,Africa,A,154
12580,South Korea,Asia,B,175
6108,Iraq,Asia,B,172
5021,Lebanon,Asia,A,162
13018,Zimbabwe,Africa,B,170
14380,Oman,Asia,B,172
15588,Trinidad and Tobago,North America,B,179
7534,Dominica,North America,B,177
14242,Eritrea,Africa,B,171
3321,Tuvalu,Oceania,A,163
13141,Gabon,Africa,A,159
2478,Pakistan,Asia,B,168
9560,Poland,Europe,B,180
9075,Hungary,Europe,A,165
11353,Lithuania,Europe,A,167
9769,Dominican Republic,North America,A,160
18067,Mauritania,Africa,A,158
8426,Norway,Europe,B,182
5777,Madagascar,Africa,A,153
12784,Guinea,Africa,B,174
13575,Latvia,Europe,A,167
13222,Maldives,Asia,B,168
8335,India,Asia,A,154
9435,Guatemala,North America,A,149
17992,Guinea,Africa,B,168
1904,Bosnia and Herzegovina,Europe,B,183
4868,Belgium,Europe,B,179
6128,Kuwait,Asia,B,175
7169,Egypt,Africa,A,160
11021,New Zealand,Oceania,A,163
4898,Canada,North America,B,179
17197,Cuba,North America,A,158
18157,Somalia,Africa,A,156
16987,Pakistan,Asia,A,155
5863,Saudi Arabia,Asia,A,157
476,Equatorial Guinea,Africa,B,161
14161,Bahrain,Asia,A,159
12602,Tanzania,Africa,B,167
17487,Albania,Europe,A,162
17009,Romania,Europe,A,164
482,Ethiopia,Africa,B,170
14436,Somalia,Africa,B,174
15545,Singapore,Asia,A,161
4522,Cambodia,Asia,B,162
4580,France,Europe,B,178
16942,Maldives,Asia,B,166
12333,Cabo Verde,Africa,A,164
9113,Lebanon,Asia,A,162
6727,Belarus,Europe,A,167
15706,Croatia,Europe,B,180
5381,Kenya,Africa,A,158
14831,Taiwan,Asia,A,161
2615,Angola,Africa,A,160
6919,Mozambique,Africa,A,156
4623,Ireland,Europe,A,166
3191,Mexico,North America,A,158
17016,Saint Lucia,North America,B,179
10332,Seychelles,Africa,B,175
17205,Djibouti,Africa,A,165
18355,Ghana,Africa,A,158
16780,Bhutan,Asia,B,169
3473,Germany,Europe,A,167
3866,Hungary,Europe,B,170
8631,Comoros,Africa,A,155
8346,Italy,Europe,B,175
11281,Gabon,Africa,A,160
9771,Ecuador,South America,A,155
236,Niger,Africa,B,173
15950,Tanzania,Africa,B,164
16204,Marshall Islands,Oceania,B,168
13605,Mauritius,Africa,A,160
10033,Vanuatu,Oceania,A,159
16516,Iceland,Europe,B,185
8572,Armenia,Europe,B,173
5653,Colombia,South America,A,156
17905,Brazil,South America,A,162
15175,Slovakia,Europe,A,167
17436,Tajikistan,Asia,B,170
3185,Marshall Islands,Oceania,A,153
3403,Burundi,Africa,A,156
10312,Romania,Europe,B,176
1424,Sri Lanka,Asia,B,169
277,Saint Lucia,North America,A,167
3559,Mauritania,Africa,A,162
11756,Namibia,Africa,B,168
18489,Poland,Europe,A,165
4744,Samoa,Oceania,B,176
9605,South Korea,Asia,A,162
6895,Malawi,Africa,A,156
6640,Sweden,Europe,B,181
17071,Timor-Leste,Asia,A,152
5953,Afghanistan,Asia,A,157
4815,United Arab Emirates,Asia,A,159
15012,Grenada,North America,B,179
2924,Syria,Asia,B,161
12402,Ghana,Africa,B,171
16159,Italy,Europe,A,160
7405,Trinidad and Tobago,North America,A,164
16070,Comoros,Africa,B,170
6781,Cuba,North America,A,161
15958,Tonga,Oceania,B,173
11410,Panama,North America,B,169
82,Croatia,Europe,B,181
2626,Azerbaijan,Europe,B,172
1314,Malawi,Africa,B,167
10336,Singapore,Asia,B,171
6391,Chad,Africa,A,163
13592,Malaysia,Asia,B,170
1274,Ireland,Europe,B,176
4724,Poland,Europe,B,181
6561,Niger,Africa,A,158
7692,Papua New Guinea,Oceania,B,164
7491,Bulgaria,Europe,A,165
11064,Saint Lucia,North America,B,174
7443,Albania,Europe,A,163
1944,Cuba,North America,B,172
17976,Gabon,Africa,B,174
2258,Bangladesh,Asia,B,165
10426,Angola,Africa,B,167
16121,Germany,Europe,A,166
17399,Serbia,Europe,A,169
16877,Guinea,Africa,A,157
2293,Cameroon,Africa,A,161
12762,Finland,Europe,B,181
2704,Egypt,Africa,B,173
5627,Botswana,Africa,A,163
7937,Germany,Europe,A,167
13436,Bosnia and Herzegovina,Europe,B,182
9238,Sudan,Africa,B,169
14156,Austria,Europe,B,179
4425,Togo,Africa,A,158
7024,Thailand,Asia,B,170
18219,Venezuela,South America,A,159
4695,Netherlands,Europe,A,170
17894,Bermuda,North America,B,184
11754,Mozambique,Africa,B,163
7616,Kuwait,Asia,B,176
9945,Rwanda,Africa,A,156
11434,Saint Kitts and Nevis,North America,B,173
10135,Denmark,Europe,A,168
12322,Botswana,Africa,B,173
9734,Canada,North America,B,178
3505,Iraq,Asia,A,158
7088,Austria,Europe,B,177
5728,Iceland,Europe,B,181
3902,Latvia,Europe,B,180
18295,Chad,Africa,A,162
6367,Bolivia,South America,A,153
8275,Denmark,Europe,A,170
8184,Afghanistan,Asia,B,166
6675,United Arab Emirates,Asia,A,161
9501,Malaysia,Asia,A,157
7734,Slovakia,Europe,B,182
7816,Algeria,Africa,B,177
6199,Pakistan,Asia,A,155
742,Zimbabwe,Africa,B,170
17006,Qatar,Asia,B,174
14488,United Kingdom,Europe,B,178
16018,Azerbaijan,Europe,B,174
7245,Kuwait,Asia,A,158
3057,Côte d'Ivoire,Africa,A,159
7514,Comoros,Africa,B,167
11705,Kenya,Africa,A,160
3485,Guinea,Africa,A,157
173,Kenya,Africa,A,158
10983,Luxembourg,Europe,A,167
12643,Yemen,Asia,A,154
12376,Egypt,Africa,B,176
8693,Guinea,Africa,A,157
2497,Puerto Rico,North America,A,164
7314,Pakistan,Asia,B,167
10452,Benin,Africa,B,166
11302,Haiti,North America,B,173
11169,Andorra,Europe,A,174
3186,Mauritania,Africa,B,165
2440,Marshall Islands,Oceania,B,161
11324,Jamaica,North America,B,174
4597,Grenada,North America,A,166
17497,Antigua and Barbuda,North America,A,164
10662,Pakistan,Asia,B,167
11786,Paraguay,South America,B,174
14320,Lebanon,Asia,B,177
8555,Zimbabwe,Africa,A,161
14795,Serbia,Europe,A,169
11293,Grenada,North America,A,166
2506,Saint Kitts and Nevis,North America,B,176
3635,Serbia,Europe,A,169
11667,Guatemala,North America,A,152
11484,Tajikistan,Asia,B,170
16122,Ghana,Africa,B,171
2483,Panama,North America,A,157
10489,Colombia,South America,A,158
12299,Azerbaijan,Europe,A,160
7546,Eritrea,Africa,B,168
11819,Serbia,Europe,A,167
6287,Tonga,Oceania,A,165
10667,Panama,North America,A,159
5802,Mozambique,Africa,B,162
2960,Uruguay,South America,B,174
9968,Slovenia,Europe,B,181
3718,Zimbabwe,Africa,B,170
4191,Ecuador,South America,A,155
614,Norway,Europe,B,178
3839,French Polynesia,Oceania,A,166
8951,Azerbaijan,Europe,A,159
13836,Colombia,South America,B,170
5079,Norway,Europe,A,165
6140,Liberia,Africa,B,165
4579,Finland,Europe,A,166
14228,Djibouti,Africa,B,180
8323,Guinea-Bissau,Africa,A,159
6981,Senegal,Africa,A,163
1893,Belgium,Europe,A,164
1691,Maldives,Asia,A,152
404,Belgium,Europe,B,178
3276,Somalia,Africa,B,170
10989,Malaysia,Asia,A,158
2899,Slovakia,Europe,A,167
17775,Sierra Leone,Africa,A,158
3072,Dominican Republic,North America,B,172
